date,sNSBT/USDN,sNSBT_TCI/USDN,sNSBT_TCI/sNSBT
06.05.2022,20.50048,20.988391424,1.0238
08.05.2022,18.984655,19.436489789,1.0238
09.05.2022,19.935581,20.602266699801998,1.033442
